"code","n_jan16","n_feb16","n_mar16","n_apr16","n_may16","n_jun16","n_jul16","n_aug16","n_spt16","n_oct16","n_nov16","n_dec16","n_jan17","n_feb17","n_mar17","n_apr17"
"t44905a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t451x2a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t458x1a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t470x1a",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"t486x2a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"t494x2a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t495x5a",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"t498x1a",0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
"t500x2a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t5194xa",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"t5992xa",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"t6591xd",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t71141a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t7401xd",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t744xxd",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t7808xa",0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1
"t8092xa",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"t8249xd",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"t82518a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t82848s",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t829xxs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t83091s",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t83511s",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
"t83598a",0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3
"t8369xa",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"t83728a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t84018s",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t84039a",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"t8452xd",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t84623a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t85518d",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t85520d",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t85638a",0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"t85730a",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"t85731d",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t85733a",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"t85734a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t8579xs",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"t86841",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"t86891",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"v00812a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"v0209xa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"v093xxs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"v183xxa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"v289xxa",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"v2960xd",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"v445xxs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"v479xxa",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"v4950xs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"v539xxa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"v650xxa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"v781xxa",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"v832xxa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w001xxa",0,0,0,0,0,0,0,0,0,0,1,11,25,1,1,0
"w01110d",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w06xx",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w101xxs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w1809xd",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"w1839",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w1840xd",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w21211a",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"w2189xd",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"w230xxs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w35xxxa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w368xxa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w5521xa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w5912xa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w6142xa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w9312xa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x0829xa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x818xxa",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"x838xxs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"y35093a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"y92131",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"y93j1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"z1388",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"z1402",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z1502",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"z22338",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"z2914",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"z413",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z481",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z523",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z550",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z572",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z59",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z594",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"z62891",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z6740",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z7252",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z754",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z758",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"z77110",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"z78",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"z821",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z855",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z89111",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"z9281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z96621",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"z96622",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"z96631",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z96692",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"z9885",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"w009xxa",0,0,0,0,0,0,0,0,0,0,0,76,46,0,0,0
"t3390xa",0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0
"t33821a",0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0
"t33822a",0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
"t43226a",0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
"m5106",0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"s82891d",0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0
"t33522d",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"t698xxa",0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0
"t83592a",0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1
"x31xxxd",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"y9329",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"a5403",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"c059",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"e231",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"f5081",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1
"g7289",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"g802",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"h53432",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"k910",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
"l89529",0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"m2450",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
"m7540",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
"n271",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"o10913",0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0
"q766",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"q791",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"r29713",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
"r785",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"s32509d",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"s60859a",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"s70911a",0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
"s92201a",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"s9702xa",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"t8111xa",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x028xxa",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"y92521",0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
"z736",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"a429",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"a510",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"a932",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b3784",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"b4089",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"b459",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"b600",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c021",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c148",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c381",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c4011",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c44309",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"c44311",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"c44622",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"c50312",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"c56",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c659",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c669",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"c6910",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c7491",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c8138",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c8191",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c8355",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c8445",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c9022",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"c9292",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"c92a0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"d0511",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"d1600",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"d1620",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"d443",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"d550",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"d644",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"d704",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"d804",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"d819",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"e0002",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"e035",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"e113593",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"e11618",0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1
"e243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"e701",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"e71312",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"e7622",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"e8029",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"e835",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"e88",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"e9278",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f10282",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f12921",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"f13159",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f14250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f15220",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"f16150",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f16180",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f16959",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f1819",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"f19231",0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
"f19259",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"f938",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"g121",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"g40001",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"g40019",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"g43619",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"g44091",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"g4483",0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"g4753",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"g8334",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"g90529",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"g918",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"g9763",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h010",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h01024",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h01025",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h018",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"h02002",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h02109",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h02231",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h02412",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h02516",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h0284",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h04533",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"h05229",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"h10403",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h16102",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h16119",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"h21532",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h26102",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"h279",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h33011",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h3323",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h401110",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h401190",0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3
"h401192",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h40231",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h44722",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h4610",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h4612",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h47033",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h47091",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h519",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h5362",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h5411",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"h60543",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h7421",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"h7493",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"h93293",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i011",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i060",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"i0989",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i37",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i46",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"i63013",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i63413",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i63433",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i63533",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i70263",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"i70321",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i70349",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i70691",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i75011",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i80221",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i80291",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i82513",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
"i82521",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i82533",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"i825z1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"i83023",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i83218",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"i87022",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"i973",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"i97790",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"j359",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"j662",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"j853",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"j9381",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"j95850",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"k031",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"k0401",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"k08411",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"k08439",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1
"k11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"k131",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"k26",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"k27",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"k310",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"k5740",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"k8521",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"l011",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"l031",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"l05",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"l250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"l279",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"l751",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"l7602",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"l812",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"l89132",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"l89133",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"l89143",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"l97111",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"l97414",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"m00052",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"m06811",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"m06871",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"m1189",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"m12529",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m1258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m12819",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m13131",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m1811",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"m1a0210",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"m2040",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"m21161",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m23207",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"m24429",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m24446",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m25351",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m25449",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m25621",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m25622",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m25629",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m25812",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"m26602",0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0
"m26631",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m3310",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m3481",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"m3509",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"m357",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m4124",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m4304",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m4307",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m438x6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m4625",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"m4635",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m4684",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m4856xg",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"m50121",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"m5415",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m60073",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m6218",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m62421",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"m62422",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"m65142",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m65312",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m66322",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m66822",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m7590",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m7602",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"m80052g",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m839",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"m84445a",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m8448xk",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m84522a",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m8458xd",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"m868x3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m868x4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"m87039",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"m87071",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m898x",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"m898x7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"m92212",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"m9271",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"m96841",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
"n042",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"n069",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"n079",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"n144",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"n258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"n490",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"n643",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"n6451",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"n648",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
